car,price,body,mileage,engV,engType,registration,year,model,drive
Fiat,7800,van,240,1.6,Diesel,yes,2007,Scudo пасс.,front
Peugeot,5800,sedan,247,3,Gas,yes,2004,607,front
Mazda,7999,hatch,220,1.6,Gas,yes,2004,3,front
Mercedes-Benz,1350,vagon,240,2.5,Diesel,no,1992,E-Class,rear
Mitsubishi,17000,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon,full
Toyota,17950,sedan,87,2.4,Petrol,yes,2010,Camry,front
Fiat,8600,sedan,84,1.4,Petrol,yes,2013,Linea,front
Renault,8100,van,206,1.9,Diesel,yes,2005,Trafic пасс.,front
Hyundai,6700,sedan,70,1.4,Petrol,yes,2011,Accent,front
Opel,17555,vagon,191,NA,Diesel,yes,2009,Insignia,front
BMW,4100,sedan,26,3,Diesel,no,2001,530,rear
Volkswagen,12350,van,167,1.4,Petrol,yes,2011,Touran,front
Lifan,3500,sedan,66,1.3,Petrol,yes,2007,520,front
ZAZ,1300,other,200,1.2,Petrol,yes,2002,110557,front
Opel,10800,van,164,2,Diesel,yes,2011,Vivaro груз.,front
Opel,7800,van,220,1.8,Petrol,yes,2007,Zafira,front
Volkswagen,20900,sedan,122,2,Petrol,yes,2012,Passat B7,front
Daewoo,3250,sedan,105,NA,Petrol,yes,2002,Sens,front
Kia,7000,sedan,156,1.6,Diesel,yes,2008,Cerato,front
ZAZ,1550,sedan,186,1.2,Petrol,yes,2004,1103 Славута,front
Kia,22000,crossover,95,2.4,Petrol,yes,2012,Sorento,full
Ford,7000,van,156,1.8,Diesel,yes,2006,Transit Connect пасс.,front
Nissan,17800,sedan,2,1.6,Petrol,yes,2016,Sentra,front
Skoda,10299,vagon,148,1.2,Diesel,yes,2012,Fabia,front
Opel,9141,van,176,1.3,Diesel,yes,2012,Combo груз.,front
Porsche,45500,crossover,74,3.6,Petrol,yes,2011,Cayenne,full
Daewoo,3700,sedan,144,1.5,Gas,yes,2008,Nexia,front
Chevrolet,6700,sedan,79,1.5,Other,yes,2008,Aveo,front
VAZ,3900,crossover,126,1.7,Gas,yes,2003,2123,full
Nissan,16300,crossover,32,1.6,Petrol,yes,2012,Juke,front
Mazda,11700,sedan,91,2,Petrol,yes,2008,6,front
VAZ,1450,sedan,105,1.3,Petrol,yes,1990,2106,rear
Toyota,23300,crossover,93,2.7,Other,yes,2011,Venza,full
VAZ,3000,sedan,200,1.6,Petrol,yes,2007,21099,
Mercedes-Benz,12300,sedan,423,5,Gas,yes,1997,S 500,rear
GAZ,259.35,sedan,1,2.4,Other,yes,1959,21,rear
Toyota,14250,van,127,3.5,Other,yes,2007,Sienna,full
Volkswagen,6500,hatch,225,1.4,Petrol,yes,2000,Golf IV,front
Audi,17800,sedan,177,4.2,Petrol,yes,2008,A8,full
Audi,4200,sedan,236,2.5,Diesel,no,2003,A6,full
Volkswagen,1550,sedan,161,1.8,Petrol,no,1994,Vento,front
Ford,1200,hatch,240,1.6,Petrol,no,2001,Focus,front
Land Rover,7000,crossover,190,2.5,Diesel,no,2004,Discovery,full
Mercedes-Benz,4600,van,200,2.2,Diesel,yes,2000,Vito пасс.,front
Ford,10400,sedan,103,2,Gas,yes,2010,Focus,front
Toyota,12500,sedan,175,2.4,Petrol,yes,2007,Camry,front
Audi,47000,crossover,64,3,Diesel,yes,2013,Q7,full
Seat,7600,sedan,141,2,Gas,yes,2007,Cordoba,front
ZAZ,5400,sedan,20,1.5,Petrol,yes,2013,Lanos,front
Ford,8780.85,sedan,82,1.6,Petrol,yes,2011,Focus,front
Toyota,7500,vagon,196,1.59,Petrol,yes,2003,Corolla Verso,front
Volkswagen,8910.525,hatch,103,1.4,Petrol,yes,2012,Polo,front
Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016,Camry,front
BMW,14200,sedan,135,3,Gas,yes,2004,530,
Skoda,7900,sedan,210,1.6,Gas,yes,2006,Octavia A5,front
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Camry,front
Renault,13400,vagon,190,1.5,Diesel,yes,2013,Laguna,front
Renault,10396.23,vagon,1,1.2,Petrol,yes,2015,Logan,front
Geely,6261.45,sedan,1,1.5,Petrol,yes,2015,CK,front
Hyundai,10999,sedan,59,1.4,Petrol,yes,2011,Accent,front
Fiat,8500,van,150,1.6,Diesel,yes,2008,Scudo пасс.,front
Honda,7900,sedan,288,2,Petrol,yes,2005,Accord,front
Renault,9300,sedan,94,1.5,Diesel,yes,2011,Fluence,front
Toyota,11000,sedan,156,1.8,Petrol,yes,2008,Avensis,front
Opel,1150,vagon,232,1.8,Gas,no,1999,Vectra B,front
Ford,23674.95,crossover,0,2,Diesel,yes,2016,Kuga,front
Audi,8000,sedan,234,2.4,Petrol,yes,1998,A6,full
Audi,0,sedan,177,1.8,Petrol,yes,1998,A4,
Ford,28560.6594,crossover,0,2,Diesel,yes,2016,Kuga,full
Volkswagen,6999,sedan,248,1.8,Petrol,yes,2002,Passat B5,front
Fiat,926.25,hatch,350,1,Petrol,yes,1987,Uno,front
Ford,10744.5,hatch,0,1.25,Petrol,yes,2016,Fiesta,front
Suzuki,19414.2,crossover,0,1.6,Petrol,yes,2016,Vitara,full
Volvo,33500,crossover,88,2.4,Diesel,yes,2012,XC90,full
BMW,3300,sedan,233,28,Petrol,no,1997,528,rear
Citroen,0,hatch,80,1.6,Petrol,yes,2012,DS4,front
Volkswagen,4100,vagon,350,1.9,Diesel,yes,2003,Passat B5,front
Renault,9658.935,sedan,1,1.2,Petrol,yes,2016,Logan,front
Honda,16300,crossover,80,2,Petrol,yes,2009,CR-V,full
Opel,1800,vagon,29,1.6,Petrol,yes,1990,Kadett,front
Ford,15500,hatch,27,NA,Other,yes,2012,Focus Electric,front
Volkswagen,11300,van,250,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front
Opel,1550,sedan,215,1.6,Petrol,no,1996,Vectra B,front
Toyota,11500,sedan,110,1.6,Petrol,yes,2011,Corolla,front
Nissan,16499,crossover,373,1.6,Petrol,yes,2011,Juke,front
Toyota,20711.2464,vagon,0,1.6,Petrol,yes,2016,Auris,full
Toyota,24842.025,sedan,0,1.8,Petrol,yes,2016,Avensis,front
Toyota,17394.0858,hatch,0,1.33,Petrol,yes,2016,Yaris,front
Volkswagen,6000,sedan,271,1.8,Petrol,yes,2000,Passat B5,front
Toyota,35138.2941,crossover,0,2,Petrol,yes,2016,Rav 4,full
Ford,3100,other,350,2.5,Diesel,yes,1998,Transit пасс.,rear
Volkswagen,34899.13635,vagon,0,2,Petrol,yes,2016,Passat B8,front
Smart,6400,other,120,NA,Diesel,yes,2008,Fortwo,rear
Daewoo,4100,sedan,145,1.4,Gas,yes,2007,Lanos,front
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full
Audi,68000,crossover,20,3,Petrol,yes,2014,Q5,full
Lexus,17800,other,73,NA,Petrol,yes,2007,GS 350,full
Toyota,24000,crossover,132,4,Petrol,yes,2008,Land Cruiser Prado,full
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear
Mercedes-Benz,222000,crossover,0,6.3,Petrol,yes,2016,S 63 AMG,full
Ford,3100,hatch,110,7,Diesel,yes,1994,Escort,front
Mercedes-Benz,21500,crossover,142,3.5,Petrol,yes,2008,ML 350,full
Renault,4900,van,472,2.5,Diesel,yes,2000,Master груз.,front
Volkswagen,18999,sedan,122,1.8,Petrol,yes,2012,Passat CC,front
GAZ,2000,sedan,49,NA,Petrol,yes,1990,2410,
Mercedes-Benz,4400,sedan,225,2,Gas,yes,1995,E-Class,rear
Renault,2100,van,270,1.9,Diesel,no,2002,Scenic,front
Ford,9950,hatch,78,NA,Petrol,yes,2012,Fiesta,front
Honda,11000,sedan,162,2,Gas,yes,2006,Accord,front
GAZ,0,crossover,1,NA,Petrol,yes,1963,69,full
Toyota,20900,sedan,18,2.5,Other,yes,2013,Camry,front
Volkswagen,7200,hatch,159,1.6,Petrol,yes,2007,Golf V,
Hyundai,10500,crossover,170,2,Gas,yes,2008,Tucson,full
Ford,8900,hatch,85,1.25,Petrol,yes,2013,Fiesta,front
BMW,7000,sedan,400,2.8,Petrol,yes,1998,528,rear
Toyota,24000,sedan,60,2.5,Gas,yes,2014,Camry,front
Fiat,5400,van,300,1.25,Petrol,yes,2002,Doblo груз.,front
Renault,7550,hatch,155,2,Petrol,yes,2007,Laguna,front
Mercedes-Benz,29500,sedan,134,5,Petrol,yes,2008,S 500,full
VAZ,4100,sedan,96,1.6,Petrol,yes,2006,2110,front
BMW,48550,other,147,4,Diesel,yes,2012,X5,full
Mazda,7500,sedan,240,2,Petrol,yes,2005,6,front
Mercedes-Benz,8950,sedan,154,3.5,Gas,no,2005,CLS 350,rear
Mercury,10000,sedan,237,4.6,Gas,yes,2000,Grand Marquis,rear
Toyota,15200,crossover,208,2,Petrol,yes,2006,Rav 4,full
GAZ,1400,van,250,99.99,Gas,yes,1999,2705 GAZель,
BMW,5400,sedan,404,2.5,Petrol,yes,1992,525,rear
Volkswagen,3500,vagon,215,2,Petrol,yes,1993,Passat B3,front
Mitsubishi,4200,van,350,1.8,Gas,yes,1992,Space Wagon,front
Mitsubishi,8700,sedan,80,1.5,Petrol,yes,2008,Lancer X,front
Jeep,27000,crossover,40,3.8,Other,yes,2009,Wrangler,full
Peugeot,7650,van,186,1.6,Diesel,yes,2011,Partner груз.,front
SsangYong,13800,crossover,105,2.7,Diesel,yes,2010,Rexton II,full
Volkswagen,8500,van,210,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front
BMW,27500,sedan,170,2,Diesel,yes,2011,520,rear
Jaguar,7500,sedan,290,3,Petrol,yes,2002,S-Type,rear
Mercedes-Benz,24500,sedan,180,2.2,Diesel,yes,2012,E-Class,rear
Volkswagen,3200,other,650,1.9,Diesel,yes,1999,Caddy груз.,front
Renault,12850,other,226,2.3,Diesel,yes,2012,Master груз.,front
VAZ,3100,hatch,129,1.5,Gas,yes,2005,21093,front
Skoda,14800,sedan,12,1.6,Petrol,yes,2012,Octavia A5,front
Volkswagen,13300,van,250,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Mitsubishi,1389,hatch,245,1.3,Petrol,no,1996,Colt,front
Nissan,13550,crossover,54,1.6,Petrol,yes,2011,Juke,front
Ford,12200,sedan,70,1,Petrol,yes,2013,Focus,front
Mitsubishi,18000,crossover,160,3.2,Diesel,yes,2007,Pajero Wagon,full
BMW,8800,crossover,284,3,Diesel,no,2004,X5,full
Renault,2200,van,290,2.2,Diesel,no,1999,Espace,front
BMW,4500,sedan,28,1.9,Petrol,yes,1995,318,
Opel,9500,sedan,167,2.2,Petrol,yes,2008,Vectra C,front
Land Rover,95000,crossover,19,5,Petrol,yes,2014,Range Rover Sport,full
Daewoo,2450,sedan,232,1.3,Gas,yes,2004,Sens,front
Mercedes-Benz,81500,sedan,1,3,Diesel,yes,2016,GLE-Class,full
Land Rover,28200,crossover,138,4.4,Petrol,yes,2008,Range Rover,full
BMW,3800,sedan,250,3,Diesel,no,2002,330,rear
Mercedes-Benz,61500,crossover,16,3,Diesel,yes,2013,ML 350,full
Audi,23900,sedan,180,3,Diesel,yes,2009,A6,full
VAZ,3600,sedan,215,NA,Gas,yes,2008,2115,front
Honda,20000,sedan,95,2.4,Petrol,yes,2011,Accord,front
VAZ,3400,sedan,174,1.5,Gas,yes,2006,21099,
Volkswagen,27000,sedan,57,2,Diesel,yes,2013,Passat B7,front
Mitsubishi,11500,sedan,134,2.4,Petrol,yes,2009,Galant,front
Hyundai,6200,sedan,92,1.4,Petrol,yes,2007,Accent,front
Toyota,22000,sedan,73,3.5,Petrol,yes,2010,Camry,front
Volkswagen,11500,van,70,2,Diesel,yes,2013,Caddy груз.,front
Renault,7300,vagon,162,1.5,Diesel,yes,2006,Megane,front
Renault,3100,vagon,150,1.9,Diesel,no,2003,Laguna,front
Audi,3000,sedan,278,2.5,Diesel,no,1999,A6,front
Ford,8300,other,173,2.2,Diesel,yes,2007,Transit пасс.,front
Skoda,12600,sedan,108,1.8,Petrol,yes,2012,Octavia A5,
Mercedes-Benz,10000,sedan,80,NA,Diesel,yes,2010,S 350,rear
Audi,5200,sedan,250,1.8,Other,yes,1996,A4,front
VAZ,2600,vagon,1,1.9,Diesel,yes,2001,2104,rear
BMW,12200,sedan,239,3,Diesel,yes,2001,730,rear
BMW,4500,sedan,230,4,Gas,yes,1994,540,rear
Mercedes-Benz,6900,vagon,235,2.9,Diesel,yes,1997,E-Class,rear
Chery,2800,sedan,260,1.6,Petrol,yes,2008,Amulet,front
Infiniti,14100,crossover,130,3.5,Gas,yes,2004,FX 35,full
Chevrolet,6500,sedan,212,2,Gas,yes,2005,Evanda,front
Toyota,20500,crossover,139,4,Gas,yes,2005,Land Cruiser Prado,full
Toyota,1100,van,140,2,Gas,yes,1985,Lite Ace,rear
Citroen,5000,van,217,2,Diesel,yes,2003,Jumpy пасс.,front
Kia,11500,sedan,90,2,Petrol,yes,2008,Magentis,front
Audi,8100,vagon,302,2.5,Diesel,yes,2000,A6,front
Renault,4500,van,207,1.5,Diesel,yes,2003,Kangoo пасс.,front
Mitsubishi,23800,crossover,45,2.5,Diesel,yes,2015,Pajero Sport,full
Mercedes-Benz,7777,other,230,2.8,Petrol,yes,1980,E-Class,rear
Daewoo,3500,hatch,119,NA,Petrol,yes,2008,Matiz,front
Audi,33500,crossover,67,2,Petrol,yes,2011,Q5,full
Hyundai,17200,crossover,92,2.2,Diesel,yes,2012,Santa FE,full
VAZ,5600,hatch,3,1.6,Petrol,yes,2012,2114,front
Mercedes-Benz,11700,van,211,2.2,Diesel,yes,2007,Vito пасс.,rear
Toyota,23600,sedan,105,2.5,Gas,yes,2012,Camry,front
Fiat,6800,van,125,1.3,Diesel,yes,2011,Doblo груз.,
Volkswagen,8700,van,158,2.5,Diesel,yes,2003,T5 (Transporter) пасс.,front
VAZ,6500,hatch,35,NA,Petrol,yes,2012,2172,front
Nissan,8500,vagon,44,1.6,Petrol,yes,2007,Note,front
Volkswagen,10400,sedan,78,1.6,Petrol,yes,2012,Polo,front
Opel,3100,hatch,245,1,Gas,yes,1990,Corsa,front
Skoda,4700,sedan,235,1.9,Other,no,2006,Superb,front
Skoda,12200,vagon,137,1.6,Other,yes,2010,Octavia A5,
Mazda,9300,sedan,178,2,Petrol,yes,2005,6,front
Volkswagen,11999,van,176,2,Diesel,yes,2011,T5 (Transporter) груз,front
Audi,9300,sedan,186,2.8,Petrol,yes,2000,A6,front
Mitsubishi,4750,sedan,167,1.6,Petrol,yes,2003,Carisma,front
Opel,5500,sedan,120,NA,Petrol,yes,2007,Astra G,front
BMW,2300,sedan,189,1.8,Petrol,no,2002,318,rear
Smart,4490,other,168,0.7,Petrol,yes,2003,Cabrio,rear
Audi,600,sedan,112,1.6,Petrol,yes,1980,80,front
Chery,2499,sedan,115,1,Petrol,yes,2008,Jaggi,front
Mazda,8500,sedan,179,2,Petrol,yes,2006,6,front
VAZ,1300,sedan,11,1.5,Petrol,yes,1987,2105,rear
Volkswagen,10950,van,165,2,Diesel,yes,2012,Caddy груз.,front
Ford,3500,other,150,2,Gas,yes,1988,Transit пасс.,rear
Audi,3000,vagon,270,1.9,Diesel,no,2001,A4,front
Audi,28500,crossover,74,2,Petrol,yes,2010,Q5,full
Geely,8300,other,91,1.8,Gas,yes,2014,Emgrand 7 (EC7),front
Mitsubishi,15000,crossover,95,2.5,Diesel,yes,2008,Pajero Sport,full
Volkswagen,6300,vagon,132,2.8,Gas,yes,1995,Passat B4,front
Lexus,19300,sedan,103,8.7,Petrol,yes,2008,ES 350,front
Mercedes-Benz,5500,sedan,250,2.2,Diesel,no,2003,E-Class,rear
Mitsubishi,2500,other,350,1.8,Petrol,yes,1990,Galant,front
Mitsubishi,7900,other,148,1.8,Petrol,yes,2003,Pajero Pinin,full
BMW,14500,sedan,215,NA,Petrol,yes,2006,525,full
VAZ,2500,sedan,102,1.5,Petrol,yes,2007,2107,rear
Ford,3300,other,380,2.5,Diesel,yes,1996,Transit пасс.,
ZAZ,1500,hatch,100,1.2,Petrol,yes,1999,1103 Славута,front
Peugeot,6300,van,237,1.6,Diesel,yes,2007,Partner пасс.,front
Jeep,3300,crossover,197,3.1,Diesel,no,2000,Grand Cherokee,full
Ford,700,hatch,91,1.4,Gas,no,1994,Escort,front
Renault,1950,vagon,286,1.9,Diesel,no,2001,Laguna,front
Volkswagen,8800,sedan,86,1.6,Petrol,yes,2012,Polo,front
Chevrolet,6500,sedan,99,NA,Petrol,yes,2007,Lacetti,front
Chevrolet,5350,hatch,33,1.5,Petrol,yes,2008,Aveo,front
Mercedes-Benz,12999,sedan,247,4,Diesel,yes,2003,S 400,rear
Groz,5000,crossover,120,2.2,Gas,yes,2008,Shuttle,rear
Opel,10700,van,185,2,Diesel,yes,2008,Vivaro пасс.,front
Volkswagen,4900,sedan,350,2,Gas,yes,2000,Bora,front
Daewoo,4300,sedan,47,1.5,Petrol,yes,2007,Lanos,front
Toyota,16900,hatch,20,1.6,Petrol,yes,2014,Auris,front
Peugeot,18000,vagon,5,1.6,Petrol,yes,2015,2008,front
ZAZ,3700,sedan,98,NA,Other,yes,2007,Lanos,
Chevrolet,5700,sedan,108,1.6,Petrol,yes,2007,Aveo,front
Daewoo,4499,sedan,101,1.5,Petrol,yes,2010,Nexia,front
Mitsubishi,12999,crossover,84,2.4,Petrol,yes,2009,Outlander XL,full
Skoda,4900,hatch,253,1.2,Petrol,yes,2007,Fabia,front
ZAZ,2100,hatch,113,1.2,Petrol,yes,2006,Таврия-Нова,front
VAZ,1800,sedan,361,1.5,Petrol,yes,2001,2107,rear
Mazda,12500,crossover,92,2.3,Petrol,yes,2008,CX-7,full
Mercedes-Benz,10800,other,230,1.8,Petrol,yes,2006,C-Class,rear
Kia,0,sedan,106,2,Petrol,yes,2007,Magentis,front
Volkswagen,7500,van,230,1.9,Diesel,yes,2006,Caddy пасс.,front
VAZ,1800,sedan,100,1.5,Petrol,yes,2006,2107,rear
Opel,9600,hatch,85,1.6,Petrol,yes,2012,Astra H,front
Toyota,13900,hatch,79,1.6,Gas,yes,2012,Auris,front
VAZ,2650,sedan,230,1.5,Gas,yes,2005,21099,front
Citroen,13999,van,67,1.6,Diesel,yes,2012,Berlingo пасс.,front
Mercedes-Benz,14200,sedan,245,2.2,Diesel,yes,2007,E-Class,rear
Chevrolet,5999,hatch,60,1.5,Petrol,yes,2009,Aveo,front
Kia,12000,crossover,117,2.5,Diesel,yes,2008,Sorento,full
Nissan,12276.147,hatch,0,1.2,Petrol,yes,2015,Micra,front
Audi,11800,vagon,278,2.5,Diesel,yes,2005,A6,full
Fiat,7200,van,170,1.3,Diesel,yes,2007,Doblo пасс.,front
Mercedes-Benz,1600,sedan,338,3,Diesel,no,1991,E-Class,rear
VAZ,833.625,sedan,1,1.2,Gas,yes,1984,2101,rear
Land Rover,12999,crossover,164,3.6,Diesel,no,2008,Range Rover Sport,full
Chevrolet,5400,sedan,103,1.5,Petrol,yes,2006,Aveo,front
Nissan,19829.16,sedan,0,1.6,Petrol,yes,2015,Sentra,front
Nissan,19457.5485,hatch,0,NA,Petrol,yes,2016,Juke,front
Nissan,25198.446,crossover,0,2,Petrol,yes,2016,Qashqai,front
Audi,3800,sedan,253,2.5,Diesel,no,1998,A6,front
Ford,7900,van,238,1.8,Diesel,yes,2008,Transit Connect пасс.,front
Nissan,19764.693,hatch,0,1.6,Petrol,yes,2015,Juke,front
Volkswagen,0,hatch,128,1.6,Petrol,yes,2008,Golf V,front
Nissan,13455.4485,hatch,0,NA,Petrol,yes,2015,Micra,front
Honda,16000,sedan,46,1.8,Petrol,yes,2012,Civic,front
VAZ,2550,sedan,200,1.5,Gas,yes,2006,21099,front
Audi,27300,other,150,4.2,Petrol,yes,2007,Q7,full
Ford,7002.45,hatch,113,1.4,Petrol,yes,2011,Fusion,front
Nissan,3100,sedan,283,2,Gas,yes,1996,Primera,front
Nissan,7500,sedan,181,1.8,Petrol,yes,2007,Primera,front
Audi,0,sedan,370,2.6,Other,yes,1997,A6,front
BMW,20500,crossover,285,4.8,Petrol,yes,2006,X5,full
Peugeot,1900,hatch,154,1.4,Petrol,yes,1993,106,front
Volkswagen,4500,vagon,390,1.9,Diesel,yes,1996,Passat B4,
Mercedes-Benz,9800,van,230,2.15,Diesel,yes,2004,Vito пасс.,rear
Skoda,5500,vagon,236,1.2,Petrol,yes,2003,Fabia,front
Hyundai,9500,sedan,52,1.3,Petrol,yes,2011,Accent,front
Ford,11000,hatch,42,1.4,Petrol,yes,2012,Fiesta,
Renault,1800,van,123,1.9,Diesel,yes,2004,Kangoo пасс.,front
Skoda,11500,vagon,145,1.8,Petrol,yes,2010,Octavia A5,front
Opel,9700,hatch,61,1.2,Petrol,yes,2012,Corsa,front
Daewoo,4600,sedan,180,1.6,Petrol,yes,2003,Lanos,front
Opel,4650,other,230,1.7,Diesel,yes,2003,Combo пасс.,front
Infiniti,26400,crossover,130,3.5,Petrol,yes,2009,FX 35,full
BMW,3999,sedan,250,3,Diesel,no,2000,530,rear
Kia,8600,van,125,2,Petrol,yes,2008,Carens,front
Ford,6400,sedan,152,1.6,Petrol,yes,2006,Focus,front
Subaru,11200,vagon,215,2.5,Petrol,yes,2008,Outback,full
Opel,7800,other,212,2.2,Petrol,yes,2007,Vectra C,front
Kia,12800,van,135,2.9,Diesel,yes,2008,Carnival,front
Hyundai,15500,sedan,125,2,Petrol,yes,2012,Sonata,front
BMW,5000,other,75,1.9,Petrol,no,1998,Z3,rear
Toyota,9800,hatch,98,1.6,Gas,yes,2008,Auris,front
Mercedes-Benz,9299,sedan,350,2.7,Diesel,yes,2000,E-Class,rear
Opel,9299,hatch,140,1.8,Gas,yes,2007,Astra H,front
Ford,9900,hatch,106,1.4,Diesel,yes,2012,Fiesta,front
Seat,8000,vagon,156,1.6,Petrol,yes,2006,Toledo,front
Ford,5700,sedan,34,2,Petrol,no,2010,Focus,front
Volkswagen,6500,van,185,NA,Diesel,yes,2006,Caddy пасс.,front
Honda,4400,sedan,210,2,Petrol,yes,1997,Accord,front
Mazda,4999,sedan,20,2,Gas,yes,1995,Xedos 9,front
Peugeot,6500,hatch,120,1.4,Petrol,yes,2006,207,front
Ford,6750,van,150,1.8,Diesel,yes,2012,Transit Connect груз.,front
Chevrolet,12500,crossover,263,2.4,Petrol,yes,2007,Captiva,full
Daewoo,5500,hatch,8,0.8,Petrol,yes,2013,Matiz,front
Ford,5100,other,90,3,Petrol,yes,2000,Ranger,full
BMW,25000,crossover,150,30,Petrol,yes,2007,X5,full
Mazda,12500,crossover,154,2.3,Gas,yes,2008,Tribute,front
Skoda,14400,sedan,156,1.6,Diesel,yes,2011,Superb,front
Volkswagen,4800,sedan,190,99.99,Petrol,yes,1998,Passat B5,front
Toyota,2200,vagon,300,2,Petrol,yes,1989,Camry,front
Audi,4000,sedan,320,2.8,Petrol,yes,1992,100,front
Land Rover,3700,crossover,124,1.8,Petrol,no,2005,Freelander,full
Mercedes-Benz,8500,van,350,2.2,Diesel,yes,2004,Sprinter 211 пасс.,rear
Lexus,17900,sedan,125,3.5,Gas,yes,2007,ES 350,front
Volkswagen,6800,sedan,178,NA,Gas,yes,2004,Passat B5,front
VAZ,5500,vagon,67,1.6,Gas,yes,2012,2171,front
Hyundai,10700,other,74,2,Gas,yes,2008,Coupe,front
Volkswagen,6900,hatch,113,1.4,Petrol,yes,2003,Polo,front
Mitsubishi,0,sedan,90,2,Petrol,yes,2007,Lancer Evolution,full
Audi,35000,sedan,61,2.8,Petrol,yes,2012,A6,full
Nissan,3500,vagon,323,2,Petrol,yes,1994,Primera,front
Lexus,14000,sedan,191,3,Other,yes,2006,GS 300,rear
Suzuki,9800,hatch,123,1.6,Petrol,yes,2008,SX4,front
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016,Jetta,front
Mitsubishi,17700,crossover,165,3,Gas,yes,2007,Pajero Wagon,full
Toyota,10800,sedan,179,3,Gas,yes,2005,Camry,front
BMW,33000,crossover,200,3,Diesel,yes,2010,X5,full
Honda,15199,sedan,126,2.4,Petrol,yes,2008,Accord,front
Peugeot,10900,vagon,75,1.6,Petrol,yes,2012,308,front
BMW,14300,sedan,217,3,Diesel,yes,2005,530,rear
VAZ,2500,sedan,60,1.6,Petrol,yes,1999,2107,rear
Opel,4900,hatch,194,1.6,Gas,yes,2002,Astra G,front
Audi,0,sedan,280,4.2,Petrol,yes,2000,A8,full
Citroen,2800,van,120,1.9,Diesel,yes,2004,Berlingo груз.,
ZAZ,1950,sedan,67,1.2,Petrol,yes,2005,1103 Славута,front
Toyota,16800,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado,full
Kia,1399,van,267,2.9,Diesel,no,2000,Carnival,front
Fiat,6150,other,230,1.9,Diesel,yes,2006,Doblo пасс.,front
Toyota,8900,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Honda,19500,sedan,110,2,Petrol,yes,2011,Accord,front
VAZ,1999,crossover,150,1.6,Gas,yes,1986,2121,full
Skoda,12000,sedan,145,NA,Petrol,yes,2008,Octavia A5,front
Opel,5500,vagon,300,1.6,Petrol,yes,2001,Astra G,front
Opel,7300,hatch,116,1.4,Gas,yes,2007,Astra H,front
Mitsubishi,8000,sedan,207,1.6,Gas,yes,2007,Lancer,front
VAZ,2550,sedan,142,1.5,Petrol,yes,2006,21093,front
Mazda,9900,hatch,86,1.6,Petrol,yes,2008,3,front
Honda,10000,sedan,240,2.4,Petrol,yes,2006,Accord,front
Mitsubishi,12499,crossover,142,2.4,Gas,yes,2008,Outlander XL,full
Mercedes-Benz,15000,other,115,2.2,Diesel,yes,2011,Vito пасс.,rear
Skoda,21300,hatch,57,2,Diesel,yes,2014,Octavia A7,front
Audi,19500,crossover,175,3.6,Petrol,yes,2007,Q7,full
Skoda,13700,hatch,119,1.8,Petrol,yes,2009,Superb,front
Peugeot,23156.25,vagon,0,1.6,Petrol,yes,2016,308,front
VAZ,2850,sedan,114,1.6,Petrol,yes,2008,21099,front
GAZ,1400,van,25,NA,Gas,yes,1999,2705 GAZель,
Mitsubishi,5999,hatch,108,1.3,Petrol,yes,2006,Colt,front
Audi,13000,other,161,1.8,Gas,yes,2001,TT,front
Volkswagen,2200,sedan,180,1.9,Diesel,no,2003,Passat B5,front
Lexus,9000,sedan,278,4.3,Gas,yes,2002,LS 430,rear
Chevrolet,6500,hatch,140,1.6,Gas,yes,2009,Lacetti,front
Mercedes-Benz,10900,sedan,160,3,Diesel,yes,1996,S 140,rear
Audi,3390,sedan,289,2.5,Diesel,no,2002,A6,front
Skoda,5200,hatch,96,1.2,Petrol,yes,2007,Fabia,front
GAZ,3800,sedan,580,4.25,Gas,yes,1982,24,
Volkswagen,4700,van,400,2.4,Diesel,yes,1999,T4 (Transporter) пасс.,front
Toyota,13100,sedan,200,3.5,Gas,yes,2006,Camry,front
Fiat,6900,vagon,154,1.3,Diesel,yes,2009,Doblo пасс.,front
Chevrolet,6200,sedan,197,1.8,Gas,yes,2005,Lacetti,front
Mercedes-Benz,7800,sedan,226,2.2,Diesel,yes,2000,E-Class,rear
Mazda,2350,sedan,1,2,Diesel,yes,1990,626,front
Ford,17499,sedan,79,2,Diesel,yes,2014,Mondeo,front
VAZ,3100,sedan,220,1.5,Gas,yes,2005,2115,front
ZAZ,1700,other,140,1.2,Gas,yes,2005,1102 Таврия,front
Volkswagen,11500,sedan,118,2,Petrol,yes,2007,Passat B6,front
Ford,4300,sedan,117,NA,Petrol,yes,2000,Focus,front
Mercedes-Benz,6800,sedan,235,2.2,Diesel,yes,1999,C-Class,rear
Skoda,8700,sedan,106,1.8,Petrol,yes,2006,Superb,front
Honda,20600,other,89,2,Petrol,yes,2012,CR-V,full
